Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
4,2 Lombardia FM,M.Penice (PV),RU3,RU3,,430.075000,DUP+,1.600000,FM,156.7,TONE,156.7Hz,YES,Approximate,44.770833,9.291667,--:--
4,2 Lombardia FM,Bergamo,RU6,RU6,,430.150000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,45.687500,9.625000,--:--
4,2 Lombardia FM,M.Falecchio - Onore (BG),RU6a,RU6a,,430.162500,DUP+,1.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,45.895833,10.041667,--:--
4,2 Lombardia FM,Milano - Pirelli,RU7,RU7,,430.175000,DUP+,1.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,45.479167,9.208333,--:--
4,2 Lombardia FM,Roncola (BG),RU8,RU8,,430.200000,DUP+,1.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,45.729167,9.541667,--:--
4,2 Lombardia FM,Milano - Missaglia,RU10a,RU10a,,430.262500,DUP+,5.000000,FM,71.9,TONE,71.9Hz,YES,Approximate,45.437500,9.208333,--:--
4,2 Lombardia FM,M. Guglielmo (BS),RU11,RU11,,430.275000,DUP+,1.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,45.770833,10.208333,--:--
4,2 Lombardia FM,Civo (SO),RU11,RU11,,430.275000,DUP+,5.000000,FM,71.9,TONE,71.9Hz,YES,Approximate,46.187500,9.625000,--:--
4,2 Lombardia FM,Cermeledo (SO),RU12,RU12,,430.300000,DUP+,5.000000,FM,88.5,OFF,88.5Hz,YES,Approximate,46.145833,9.625000,--:--
4,2 Lombardia FM,Magenta (MI),RU12a,RU12a,,430.312500,DUP+,1.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,45.479167,8.875000,--:--
4,2 Lombardia FM,Roncola (BG),RU13,RU13,,430.325000,DUP+,1.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,45.729167,9.541667,--:--
4,2 Lombardia FM,M.Penice (PV),RU19,RU19,,431.300000,DUP+,1.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,44.770833,9.291667,--:--
4,2 Lombardia FM,Sacro Monte - Varese,RU29a,RU29a,,431.562500,DUP+,1.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,45.854167,8.791667,--:--
4,2 Lombardia FM,Pigra - Valle d'Intelvi (CO),T,T,,433.512500,OFF,0.000000,FM,156.7,TONE,156.7Hz,YES,Approximate,45.937500,9.125000,--:--
4,2 Lombardia FM,Darfo (BS),T,T,,435.112500,OFF,0.000000,FM,71.9,TONE,71.9Hz,YES,Approximate,45.854167,10.208333,--:--
5,3 Veneto FM,Val di Zoldo (BL),RV,RV,,144.887500,DUP+,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,46.354167,12.125000,--:--
5,3 Veneto FM,Monastier (TV),RV,RV,,144.950000,DUP+,0.600000,FM,131.8,TONE,131.8Hz,YES,Approximate,45.937500,12.041667,--:--
5,3 Veneto FM,M.Marmolada (BL),T,T,,145.287500,OFF,0.000000,FM,131.8,TONE,131.8Hz,YES,Approximate,46.437500,11.875000,--:--
5,3 Veneto FM,Gosaldo (BL),T,T,,145.350000,OFF,0.000000,FM,127.3,TONE,127.3Hz,YES,Approximate,46.229167,11.958333,--:--
5,3 Veneto FM,Selva di Cadore (BL),T,T,,145.375000,OFF,0.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,46.437500,12.041667,--:--
5,3 Veneto FM,Cerealto (VI),RV,RV,,145.562500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.604167,11.291667,--:--
5,3 Veneto FM,M.Grappa (VI),R0a,R0a,,145.612500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,45.854167,11.708333,--:--
5,3 Veneto FM,M.Tudaio - Laggio di Cadore (BL),R1,R1,,145.625000,DUP-,0.600000,FM,131.8,TONE,131.8Hz,YES,Approximate,46.520833,12.458333,--:--
5,3 Veneto FM,Venezia,R1,R1,,145.625000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,45.437500,12.375000,--:--
5,3 Veneto FM,Malga M. Corno - Lusiana (VI),R3,R3,,145.675000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.770833,11.541667,--:--
5,3 Veneto FM,Bassano del Grappa (VI),R5,R5,,145.725000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,45.770833,11.708333,--:--
5,3 Veneto FM,Bosco Chiesa Nuova (VR),R5,R5,,145.725000,DUP-,0.600000,FM,94.8 ,TONE,94.8Hz,YES,Approximate,45.604167,11.041667,--:--
5,3 Veneto FM,M.Pastelletto (VR),R7,R7,,145.775000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.604167,10.875000,--:--
5,3 Veneto FM,M.Rite (BL),R7a,R7a,,145.787500,DUP-,0.600000,FM,131.8,TONE,131.8Hz,YES,Approximate,46.395833,12.208333,--:--
5,3 Veneto FM,Belluno ,RU1,RU1,,430.025000,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,46.145833,12.208333,--:--
5,3 Veneto FM,M.Grappa (VI),RU1,RU1,,430.025000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,45.812500,11.708333,--:--
5,3 Veneto FM,M.Baldo (VR),RU2,RU2,,430.050000,DUP+,5.025000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.729167,10.875000,--:--
5,3 Veneto FM,M.Rite (BL),RU2a,RU2a,,430.062500,DUP+,1.600000,FM, ,OFF,88.5Hz,YES,Approximate,46.479167,12.291667,--:--
5,3 Veneto FM,Posa Puner (TV),RU5,RU5,,430.125000,DUP+,1.600000,FM,82,5,TONE,82.5Hz,YES,Approximate,45.937500,12.041667,--:--
5,3 Veneto FM,Col Visentin (TV),RU6a,RU6a,,430.162500,DUP+,1.600000,FM, ,OFF,88.5Hz,YES,Approximate,46.062500,12.291667,--:--
5,3 Veneto FM,M.Faverghera (BL),RU7a,RU7a,,430.187500,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,46.062500,12.291667,--:--
5,3 Veneto FM,Thiene (VI),RU8,RU8,,430.200000,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.687500,11.458333,--:--
5,3 Veneto FM,Verona,RU11,RU11,,430.275000,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.437500,11.041667,--:--
5,3 Veneto FM,Monte Grande (PD),RU11a,RU11a,,430.287500,DUP+,1.600000,FM,131.8,TONE,131.8Hz,YES,Approximate,45.312500,12.041667,--:--
5,3 Veneto FM,M.Grappa (VI),RU13,RU13,,430.325000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,45.812500,11.708333,--:--
5,3 Veneto FM,Campomolon (VI),RU14a,RU14a,,430.362500,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,45.854167,11.291667,--:--
5,3 Veneto FM,M.Grappa (VI),RU15a,RU15a,,430.387500,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.812500,11.708333,--:--
5,3 Veneto FM,M.Tomba (VR),RU,RU,,430.412500,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.687500,11.041667,--:--
5,3 Veneto FM,Treviso,RU,RU,,430.500000,DUP+,5.000000,FM,,OFF,88.5Hz,YES,Approximate,45.687500,12.208333,--:--
5,3 Veneto FM,Lido di Venezia (VE),RU,RU,,430.525000,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.354167,12.291667,--:--
5,3 Veneto FM,Roana - Altpiano Asiago (VI),RU,RU,,430.537500,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.895833,11.458333,--:--
5,3 Veneto FM,Bassano del Grappa (VI),RU ,RU ,,430.587500,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.770833,11.708333,--:--
5,3 Veneto FM,Enego (VI),RU,RU,,430.787500,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.937500,11.625000,--:--
5,3 Veneto FM,Marostica,RU,RU,,430.825000,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.770833,11.625000,--:--
5,3 Veneto FM,Monte Gallo - Colli Euganei (PD),RU,RU,,431.187500,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,45.312500,11.708333,--:--
5,3 Veneto FM,Selva di Cadore (BL),T,T,,433.462500,OFF,0.000000,FM,,OFF,88.5Hz,YES,Approximate,46.437500,12.041667,--:--
5,3 Veneto FM,Gosaldo (BL),T,T,,433.462500,OFF,0.000000,FM,,OFF,88.5Hz,YES,Approximate,46.229167,13.958333,--:--
5,3 Veneto FM,M.Marmolada (BL),T,T,,433.987500,OFF,0.000000,FM,131.8,TONE,131.8Hz,YES,Approximate,46.437500,11.875000,--:--
11,N3 Trentino FM,M.Macaion (BZ),T,T,,145.312500,OFF,0.000000,FM,123.0-1750,OFF,88.5Hz,YES,Approximate,46.687500,11.708333,--:--
11,N3 Trentino FM,Valle di Ledro (TN),RV,RV,,145.550000,DUP-,0.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,45.895833,10.708333,--:--
11,N3 Trentino FM,M.Seceda (BZ),T,T,,145.562500,OFF,0.000000,FM,123.0 ,TONE,123.0Hz,YES,Approximate,46.479167,11.208333,--:--
11,N3 Trentino FM,Polsa di Brentonico (TN),R1,R1,,145.625000,DUP-,0.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,45.770833,10.958333,--:--
11,N3 Trentino FM,M.Panarotta (TN),R1a,R1a,,145.637500,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,46.062500,11.375000,--:--
11,N3 Trentino FM,M.Telegrafo (BZ),R3,R3,,145.675000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,46.687500,11.708333,--:--
11,N3 Trentino FM,Castel Ivano (TN),R3,R3,,145.675000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,46.062500,11.541667,--:--
11,N3 Trentino FM,Roncone,R4,R4,,145.700000,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,45.979167,10.708333,--:--
11,N3 Trentino FM,M.Hirzer (BZ),R5,R5,,145.725000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,46.729167,11.208333,--:--
11,N3 Trentino FM,M.Agaro (TN),R5a,R5a,,145.737500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,46.104167,11.625000,--:--
11,N3 Trentino FM,M.Bondone (TN),R6,R6,,145.750000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,46.062500,11.125000,--:--
11,N3 Trentino FM,M.Macaion (BZ),R7,R7,,145.775000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,46.479167,11.208333,--:--
11,N3 Trentino FM,Cima Palon-M.Bondone (TN),RU4a,RU4a,,430.112500,DUP+,5.000000,FM, ,OFF,88.5Hz,YES,Approximate,46.020833,11.041667,--:--
11,N3 Trentino FM,M. Finonchio (TN),RU8,RU8,,430.200000,DUP+,5.000000,FM, ,OFF,88.5Hz,YES,Approximate,45.937500,11.125000,--:--
11,N3 Trentino FM,M.Seceda (BZ),T,T,,435.025000,OFF,0.000000,FM,,OFF,88.5Hz,YES,Approximate,46.604167,11.708333,--:--
12,V3 Friuli FM,Muggia (TS),R0,R0,,145.600000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,45.604167,13.791667,--:--
12,V3 Friuli FM,Latisana (UD),R0a,R0a,,145.612500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,45.770833,12.958333,--:--
12,V3 Friuli FM,Cividale del Friuli (UD),R1a,R1a,,145.637500,DUP-,0.600000,FM,1750,OFF,88.5Hz,YES,Approximate,46.187500,13.458333,--:--
12,V3 Friuli FM,Gorizia,R2a,R2a,,145.662500,DUP-,0.600000,FM,118.8,TONE,118.8Hz,YES,Approximate,45.937500,13.625000,--:--
12,V3 Friuli FM,M.Lussari (UD),R2a,R2a,,145.662500,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,46.479167,13.541667,--:--
12,V3 Friuli FM,M.Verzegnis (UD),R3a,R3a,,145.687500,DUP-,0.600000,FM,1750,OFF,88.5Hz,YES,Approximate,46.354167,12.958333,--:--
12,V3 Friuli FM,M.San Simeone (UD),R5,R5,,145.725000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,46.354167,13.125000,--:--
12,V3 Friuli FM,M.Jouf (PN),R7,R7,,145.775000,DUP-,0.600000,FM,118.8,TONE,118.8Hz,YES,Approximate,46.187500,12.708333,--:--
12,V3 Friuli FM,M.Jouf (PN),RU1,RU1,,430.025000,DUP+,1.600000,FM,118.8,TONE,118.8Hz,YES,Approximate,46.187500,12.708333,--:--
12,V3 Friuli FM,Reana (UD),RU7,RU7,,430.175000,DUP+,1.600000,FM,118.8,TONE,118.8Hz,YES,Approximate,46.145833,13.208333,--:--
12,V3 Friuli FM,Tolmezzo (UD),RU8,RU8,,430.200000,DUP+,1.600000,FM,118.8,TONE,118.8Hz,YES,Approximate,46.437500,12.958333,--:--
12,V3 Friuli FM,M.Jouf (PN),RU10,RU10,,430.250000,DUP+,1.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,46.187500,12.708333,--:--
12,V3 Friuli FM,M.Zoncolan (UD),T,T,,430.437500,OFF,0.000000,FM,,OFF,88.5Hz,YES,Approximate,46.520833,12.958333,--:--
12,V3 Friuli FM,Palmanova (UD),RU,RU,,430.500000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,45.895833,13.291667,--:--
12,V3 Friuli FM,M.Grisa (TS),RU22a,RU22a,,431.387500,DUP+,1.600000,FM,118.8,TONE,118.8Hz,YES,Approximate,45.687500,13.708333,--:--
7,Emilia Romagna FM,Spilamberto (MO,T in,T in,,144.662500,OFF,0.000000,FM,131.8,TONE,131.8Hz,YES,Approximate,44.520833,11.041667,--:--
7,Emilia Romagna FM,Oriolo dei Fichi-Faenza (RA),T in,T in,,144.937500,OFF,0.000000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.229167,11.875000,--:--
7,Emilia Romagna FM,Lama di Moccogno (MO),R0,R0,,145.600000,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.270833,10.625000,--:--
7,Emilia Romagna FM,Rimini,R0,R0,,145.600000,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.062500,12.541667,--:--
7,Emilia Romagna FM,Modigliana (FC),R0a,R0a,,145.612500,DUP-,0.600000,FM,141.3,TONE,141.3Hz,YES,Approximate,44.145833,11.791667,--:--
7,Emilia Romagna FM,Pianoro (BO),R1a,R1a,,145.637500,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.437500,11.375000,--:--
7,Emilia Romagna FM,Bertinoro (FO),R2,R2,,145.650000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,44.145833,12.125000,--:--
7,Emilia Romagna FM,Ferrara,R2,R2,,145.650000,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.812500,11.625000,--:--
7,Emilia Romagna FM,M.Coroncina (BO),R2a,R2a,,145.662500,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.104167,11.208333,--:--
7,Emilia Romagna FM,Parma,R3,R3,,145.675000,DUP-,0.600000,FM,1750,OFF,88.5Hz,YES,Approximate,44.812500,10.375000,--:--
7,Emilia Romagna FM,Castel Maggiore (BO),R3a,R3a,,145.687500,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.562500,11.375000,--:--
7,Emilia Romagna FM,M.Ghebbio (RA),R4a,R4a,,145.712500,DUP-,0.600000,FM,141.3,TONE,141.3Hz,YES,Approximate,44.270833,11.708333,--:--
7,Emilia Romagna FM,Casina (RE),R4a,R4a,,145.712500,DUP-,0.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,44.520833,10.458333,--:--
7,Emilia Romagna FM,Montovolo (BO),R5,R5,,145.725000,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.229167,11.125000,--:--
7,Emilia Romagna FM,M.Fumaiolo (FO),R5a,R5a,,145.737500,DUP-,0.600000,FM,1750,OFF,88.5Hz,YES,Approximate,43.770833,12.041667,--:--
7,Emilia Romagna FM,M.Cimone (MO),R6a,R6a,,145.762500,DUP-,0.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.187500,10.708333,--:--
7,Emilia Romagna FM,Casina (RE),RU0a,RU0a,,430.012500,DUP+,1.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,44.520833,10.458333,--:--
7,Emilia Romagna FM,Barbiano (BO),RU1a,RU1a,,430.037500,DUP+,1.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,44.437500,11.375000,--:--
7,Emilia Romagna FM,Montagnana (MO),RU2a,RU2a,,430.062500,DUP+,1.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.479167,10.791667,--:--
7,Emilia Romagna FM,M.Trebbio (FO),RU3,RU3,,430.075000,DUP+,1.600000,FM,1750,OFF,88.5Hz,YES,Approximate,44.145833,11.875000,--:--
7,Emilia Romagna FM,Ferrara,RU3a,RU3a,,430.087500,DUP+,1.600000,FM,110.9,TONE,110.9Hz,YES,Approximate,44.854167,11.625000,--:--
7,Emilia Romagna FM,M.Cassio (PR),RU5,RU5,,430.125000,DUP+,1.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.604167,10.041667,--:--
7,Emilia Romagna FM,Bagnacavallo (RA),RU5,RU5,,430.125000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,44.437500,11.958333,--:--
7,Emilia Romagna FM,Pianoro (BO),RU7,RU7,,430.175000,DUP+,1.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.437500,11.375000,--:--
7,Emilia Romagna FM,Gropparello (PC),RU9,RU9,,430.225000,DUP+,1.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.854167,9.708333,--:--
7,Emilia Romagna FM,M.Pepi - Bedonia (PR),RU13,RU13,,430.325000,DUP+,1.600000,FM,141,3,TONE,141.3Hz,YES,Approximate,44.562500,9.625000,--:--
7,Emilia Romagna FM,Parma,RU14,RU14,,430.350000,DUP+,1.600000,FM,141.3,TONE,141.3Hz,YES,Approximate,44.812500,10.375000,--:--
7,Emilia Romagna FM,Casalgrande (RE),RU15,RU15,,430.375000,DUP+,1.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.562500,10.708333,--:--
7,Emilia Romagna FM,Casella - Ozzano dell'Emilia (BO),RU,RU,,430.562500,DUP+,5.000000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.354167,11.458333,--:--
7,Emilia Romagna FM,M.Canate (PR),RU,RU,,430.725000,DUP+,4.675000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.770833,9.958333,--:--
7,Emilia Romagna FM,Cesenatico (FC),RU18,RU18,,431.275000,DUP+,1.600000,FM,141.3,TONE,141.3Hz,YES,Approximate,44.187500,12.375000,--:--
7,Emilia Romagna FM,Colli Piacentini (PC),RU18,RU18,,431.275000,DUP+,1.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.812500,9.625000,--:--
7,Emilia Romagna FM,Montovolo (BO),RU19a,RU19a,,431.312500,DUP+,1.600000,FM,77.0,TONE,77.0Hz,YES,Approximate,44.229167,11.125000,--:--
7,Emilia Romagna FM,M.Molinatico (PR),RU21,RU21,,431.350000,DUP+,1.600000,FM,77.0 ,TONE,77.0Hz,YES,Approximate,44.479167,9.875000,--:--
7,Emilia Romagna FM,Modigliana (FC),RU24a,RU24a,,431.437500,DUP+,1.600000,FM,141.3,TONE,141.3Hz,YES,Approximate,44.145833,11.791667,--:--
7,Emilia Romagna FM,Spilamberto (MO,T out,T out,,432.637500,OFF,0.000000,FM,131.8,TONE,131.8Hz,YES,Approximate,44.520833,11.041667,--:--
8,5 Toscana FM,Val Bisenzio (PO),T,T,,144.562500,OFF,0.000000,FM,79.7,TONE,79.7Hz,YES,Approximate,44.020833,11.125000,--:--
8,5 Toscana FM,M.Amiata (GR),T in,T in,,144.625000,OFF,0.000000,FM,,OFF,88.5Hz,YES,Approximate,42.895833,11.625000,--:--
8,5 Toscana FM,Campiglia Marittima (LI),T,T,,144.675000,OFF,0.000000,FM,0,OFF,88.5Hz,YES,Approximate,43.062500,10.625000,--:--
8,5 Toscana FM,Val Bisenzio (PO),T,T,,144.687500,OFF,0.000000,FM,79,7,TONE,79.7Hz,YES,Approximate,44.104167,11.125000,--:--
8,5 Toscana FM,Campi (SI),T,T,,144.687500,OFF,0.000000,FM,,OFF,88.5Hz,YES,Approximate,43.395833,11.458333,--:--
8,5 Toscana FM,Treggiaia Pontedera (PI),RV,RV,,145.537500,DUP-,0.600000,FM,79,7,TONE,79.7Hz,YES,Approximate,43.604167,10.708333,--:--
8,5 Toscana FM,M.Amiata (GR),RV-1a,RV-1a,,145.587500,DUP-,0.600000,FM,79,7,TONE,79.7Hz,YES,Approximate,42.895833,11.625000,--:--
8,5 Toscana FM,M.Faggeta (AR),R0a,R0a,,145.612500,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,43.604167,11.958333,--:--
8,5 Toscana FM,Montenero (LI),R1,R1,,145.625000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,43.479167,10.375000,--:--
